,mean,std
0,0.8141,0.007595393340703254
1,0.8881,0.011953660527219277
2,0.9398,0.009836666101886313
3,0.9604999999999999,0.008500000000000008
4,0.9637,0.010798611021793508
5,0.9648999999999999,0.012817566071606555
6,0.9657,0.007043436661176139
7,0.8429,0.26089517051873534
